Index,AVIF,PNG
0042,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/golbat.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/golbat.png
0043,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/oddish.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/oddish.png
0044,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gloom.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/gloom.png
0045,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vileplume.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/vileplume.png
0046,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/paras.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/paras.png
0047,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/parasect.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/parasect.png
0048,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/venonat.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/venonat.png
0049,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/venomoth.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/venomoth.png
0050,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/diglett.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett.png
0050,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/diglett-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/diglett-alolan.png
0051,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dugtrio.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio.png
0051,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dugtrio-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/dugtrio-alolan.png
0052,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meowth.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth.png
0052,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meowth-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth-alolan.png
0052,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/meowth-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth-galarian.png
0053,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/persian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/persian.png
0053,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/persian-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/persian-alolan.png
0054,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/psyduck.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/psyduck.png
0055,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/golduck.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/golduck.png
0056,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mankey.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mankey.png
0057,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/primeape.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/primeape.png
0058,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/growlithe.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe.png
0058,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/growlithe-hisuian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe-hisuian.png
0059,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/arcanine.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine.png
0059,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/arcanine-hisuian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine-hisuian.png
0060,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/poliwag.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwag.png
0061,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/poliwhirl.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwhirl.png
0062,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/poliwrath.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/poliwrath.png
0063,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/abra.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/abra.png
0064,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kadabra.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/kadabra.png
0065,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/alakazam.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/alakazam.png
0065,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/alakazam-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/alakazam-mega.png
0066,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/machop.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/machop.png
0067,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/machoke.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/machoke.png
0068,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/machamp.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/machamp.png
0069,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bellsprout.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/bellsprout.png
0070,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/weepinbell.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/weepinbell.png
0071,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/victreebel.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/victreebel.png
0071,,
0072,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tentacool.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacool.png
0073,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tentacruel.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/tentacruel.png
0074,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/geodude.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude.png
0074,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/geodude-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/geodude-alolan.png
0075,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/graveler.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler.png
0075,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/graveler-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/graveler-alolan.png
0076,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/golem.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/golem.png
0076,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/golem-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/golem-alolan.png
0077,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ponyta.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ponyta.png
0077,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ponyta-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ponyta-galarian.png
0078,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rapidash.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/rapidash.png
0078,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rapidash-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/rapidash-galarian.png
0079,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slowpoke.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowpoke.png
0079,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slowpoke-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowpoke-galarian.png
0080,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slowbro.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro.png
0080,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slowbro-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro-mega.png
0080,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/slowbro-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro-galarian.png
0081,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magnemite.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/magnemite.png
0082,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magneton.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/magneton.png
0083,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/farfetchd.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/farfetchd.png
0083,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/farfetchd-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/farfetchd-galarian.png
0084,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/doduo.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/doduo.png
0085,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dodrio.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/dodrio.png
0086,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/seel.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/seel.png
0087,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dewgong.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/dewgong.png
0088,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grimer.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/grimer.png
0088,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grimer-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/grimer-alolan.png
0089,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/muk.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/muk.png
0089,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/muk-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/muk-alolan.png
0090,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shellder.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/shellder.png
0091,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cloyster.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/cloyster.png
0092,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gastly.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/gastly.png
0093,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/haunter.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/haunter.png
0094,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gengar.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/gengar.png
0094,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gengar-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/gengar-mega.png
0095,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/onix.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/onix.png
0096,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drowzee.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/drowzee.png
0097,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hypno.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/hypno.png
0098,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/krabby.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/krabby.png
0099,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kingler.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/kingler.png
0100,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/voltorb.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb.png
0100,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/voltorb-hisuian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb-hisuian.png
0101,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/electrode.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode.png
0101,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/electrode-hisuian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode-hisuian.png
0102,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/exeggcute.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggcute.png
0103,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/exeggutor.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggutor.png
0103,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/exeggutor-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/exeggutor-alolan.png
0104,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cubone.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/cubone.png
0105,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/marowak.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/marowak.png
0105,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/marowak-alolan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/marowak-alolan.png
0106,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hitmonlee.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmonlee.png
0107,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/hitmonchan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/hitmonchan.png
0108,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lickitung.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/lickitung.png
0109,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/koffing.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/koffing.png
0110,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/weezing.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/weezing.png
0110,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/weezing-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/weezing-galarian.png
0111,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rhyhorn.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/rhyhorn.png
0112,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rhydon.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/rhydon.png
0113,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chansey.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/chansey.png
0114,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tangela.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/tangela.png
0115,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kangaskhan.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/kangaskhan.png
0115,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kangaskhan-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/kangaskhan-mega.png
0116,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/horsea.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/horsea.png
0117,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/seadra.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/seadra.png
0118,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/goldeen.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/goldeen.png
0119,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/seaking.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/seaking.png
0120,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/staryu.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/staryu.png
0121,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/starmie.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/starmie.png
0122,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mr-mime.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-mime.png
0122,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mr-mime-galarian.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-mime-galarian.png
0123,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/scyther.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/scyther.png
0124,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jynx.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/jynx.png
0125,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/electabuzz.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/electabuzz.png
0126,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magmar.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/magmar.png
0127,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pinsir.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/pinsir.png
0127,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pinsir-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/pinsir-mega.png
0128,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tauros.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros.png
0128,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tauros-paldean-combat.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-combat.png
0128,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tauros-paldean-blaze.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-blaze.png
0128,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tauros-paldean-aqua.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-paldean-aqua.png
0129,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/magikarp.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/magikarp.png
0130,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gyarados.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/gyarados.png
0130,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gyarados-mega.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/gyarados-mega.png
0131,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lapras.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/lapras.png
0132,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ditto.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/ditto.png
0133,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eevee.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/eevee.png
0133,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/eevee-lets-go.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/eevee-lets-go.png
0134,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vaporeon.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/vaporeon.png
0135,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jolteon.avif,https://img.pokemondb.net/sprites/scarlet-violet/icon/jolteon.png
